intitule_poste,ville,date_publication,mois,contrat,entreprise,source,secteur,competences,experience,exp_min,exp_max
"Assistant·e Recrutement, Parcours Professionnels & Gestion de pools",Dakar,2026-01-29,2026-01-01,CDI,ALIMA,goafricaonline.com,Administration & Services publics,"finance, data analyse, rh, santé, logistique, gestion de projet",3,3.0,3.0
Mécanicien pour Camions et Remorques,Dakar,2026-01-29,2026-01-01,CDI,SEN INTERIM,goafricaonline.com,RH & Recrutement,,3-5,3.0,5.0
Chef de Département Réseau – Clientèle Grand Public et Pro-TPE,Dakar,2026-01-29,2026-01-01,CDI,Banque Islamique Du Senegal-Bis,goafricaonline.com,"Finance, Banque & Comptabilité","vente, finance, gestion de projet",Non spécifié,,
Électromécanicien Sénior / Chargé du suivi des Études Techniques,Dakar,2026-01-28,2026-01-01,CDD,HUMANIS INTERIM,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Chargé Marketing,Dakar,2026-01-28,2026-01-01,CDD,HUMANIS INTERIM,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Électromécanicien,Dakar,2026-01-28,2026-01-01,CDD,Africa Global Logistics Sénégal,goafricaonline.com,Transport & Logistique,,Non spécifié,,
Mécanicien MP,Dakar,2026-01-28,2026-01-01,CDD,Africa Global Logistics Sénégal,goafricaonline.com,Transport & Logistique,,Non spécifié,,
Agents commerciaux expérimentés en télévente,Non spécifié,2026-01-28,2026-01-01,CDD/Stage,EAZY-VISA,goafricaonline.com,Non spécifié,vente,Non spécifié,,
Tailleur Costume sur mesure,Dakar,2026-01-28,2026-01-01,CDD,ûssû suits,goafricaonline.com,Non spécifié,,Non spécifié,,
Superviseur Poultry,Dakar,2026-01-28,2026-01-01,CDD,SAMA MBEY,goafricaonline.com,ONG & Humanitaire,"finance, gestion de projet, data analyse",Non spécifié,,
Agent Formateur VE,Dakar,2026-01-28,2026-01-01,CDD,SAMA MBEY,goafricaonline.com,ONG & Humanitaire,communication,Non spécifié,,
Chargé(e) de Production Applicatif,Dakar,2026-01-28,2026-01-01,CDD,BANK OF AFRICA,goafricaonline.com,"Finance, Banque & Comptabilité",,Non spécifié,,
Coffreurs,Dakar,2026-01-28,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Chauffeur caissier,Dakar,2026-01-28,2026-01-01,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité","vente, logistique",Non spécifié,,
Mécanicien industriel,Dakar,2026-01-28,2026-01-01,CDD,TOPWORK SENEGAL,goafricaonline.com,RH & Recrutement,,2-5,2.0,5.0
Stage – Créateur de contenus,Dakar,2026-01-28,2026-01-01,Stage,SIGMA ONE,goafricaonline.com,Transport & Logistique,"marketing, communication",Non spécifié,,
Poseurs de cloisons sèche,Dakar,2026-01-28,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Plombiers,Dakar,2026-01-28,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Électriciens,Dakar,2026-01-28,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Ferrailleurs,Dakar,2026-01-28,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Agent Poultry (H/F),Thiès,2026-01-28,2026-01-01,CDD,SAMA MBEY,goafricaonline.com,ONG & Humanitaire,"vente, logistique",Non spécifié,,
Agent Formateur VE (H/F),Thiès,2026-01-28,2026-01-01,CDD,SAMA MBEY,goafricaonline.com,ONG & Humanitaire,vente,Non spécifié,,
Superviseur Poultry (H/F),Thiès,2026-01-28,2026-01-01,CDD,SAMA MBEY,goafricaonline.com,ONG & Humanitaire,gestion de projet,Non spécifié,,
Assistant(e) de Direction,Dakar,2026-01-28,2026-01-01,CDD,Cradesc (Centre De Recherche Et D'Action Sur Les Droits Economique Sociaux Et Culturels),goafricaonline.com,ONG & Humanitaire,communication,Non spécifié,,
Accounting Executive,Dakar,2026-01-28,2026-01-01,CDD,ENERGIA,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Chargé de recherche et de suivi & évaluation (M&E Officer),Dakar,2026-01-28,2026-01-01,CDD,HELEN KELLER INTERNATIONAL,goafricaonline.com,ONG & Humanitaire,"finance, data analyse, gestion de projet",Non spécifié,,
Cuisinier fast food,Dakar,2026-01-28,2026-01-01,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité",,Non spécifié,,
Commercial grand compte,Dakar,2026-01-28,2026-01-01,CDD,GLOBAL BUSINESS GROUP - GBG,goafricaonline.com,"Finance, Banque & Comptabilité","logistique, vente",Non spécifié,,
Reporting specialist – strategic results,Dakar,2026-01-28,2026-01-01,CDD,Organisation Des Nations Unies Pour L'Alimentation Et L'Agriculture - Fao,goafricaonline.com,ONG & Humanitaire,"data analyse, gestion de projet",Non spécifié,,
Stagiaire photographe et vidéaste,Dakar,2026-01-28,2026-01-01,Stage,Unfpa (Fonds Des Nations Unies Pour La Population),goafricaonline.com,ONG & Humanitaire,"communication, marketing",Non spécifié,,
Stagiaire graphiste et designer,Dakar,2026-01-28,2026-01-01,Stage,Unfpa (Fonds Des Nations Unies Pour La Population),goafricaonline.com,ONG & Humanitaire,"gestion de projet, communication, marketing",Non spécifié,,
Responsable manœuvre – coupe et assemblage de stores et rideaux,Dakar,2026-01-28,2026-01-01,CDD,AGENCE HYBRIDE,goafricaonline.com,RH & Recrutement,,Non spécifié,,
Business Developer / Apporteur d’Affaires,Dakar,2026-01-28,2026-01-01,CDD,WEBTEL,goafricaonline.com,Marketing & Communication,"vente, communication, data analyse",Non spécifié,,
National programme officer,Dakar,2026-01-24,2026-01-01,CDD,OIM,goafricaonline.com,ONG & Humanitaire,"gestion de projet, santé",Non spécifié,,
Responsable de la communication de marque,Dakar,2026-01-24,2026-01-01,CDI,WAVE,goafricaonline.com,"Finance, Banque & Comptabilité","communication, finance, rh, gestion de projet",Non spécifié,,
Coordinatrice / Coordinateur régional(e) Ressources Humaines,Dakar,,,CDD,Terre Des Hommes Lausanne,goafricaonline.com,ONG & Humanitaire,"communication, rh, santé",Non spécifié,,
Responsable médical.e desk 3,Dakar,2026-01-24,2026-01-01,CDI,SENEGAL ALIMA SARL,goafricaonline.com,Transport & Logistique,"data analyse, santé, gestion de projet",Non spécifié,,
Socio‑Economic Consultant,Dakar,2026-01-24,2026-01-01,CDD,United Nations Office For West Africa - Unowa,goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
Agent Commercial Terrain,Dakar,2026-01-24,2026-01-01,CDI,La Laiterie Du Berger,goafricaonline.com,Agriculture & Agroalimentaire,"vente, finance, gestion de projet",Non spécifié,,
Community Manager,Dakar,2026-01-24,2026-01-01,CDD,Anpej (Agence Nationale Pour La Promotion De L’Emploi Des Jeunes),goafricaonline.com,Administration & Services publics,"communication, marketing",Non spécifié,,
Ingénieur Électronique,Dakar,2026-01-24,2026-01-01,Stage,SENSAT,goafricaonline.com,Technologie & Informatique,"gestion de projet, programmation",Non spécifié,,
Business Manager Spécialisé en Hôtellerie,Dakar,2026-01-24,2026-01-01,CDD,ELITE RH,goafricaonline.com,RH & Recrutement,"vente, rh, gestion de projet",Non spécifié,,
Responsable adjoint – site événementiel (Deputy Event General Manager),Dakar,2026-01-24,2026-01-01,CDD,COJOJ DAKAR 2026,goafricaonline.com,Sport & Loisirs,logistique,Non spécifié,,
Soudeurs,Dakar,2026-01-24,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Peintres,Dakar,2026-01-24,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Ingénieur Informatique Télécom,Dakar,2026-01-24,2026-01-01,Stage,SENSAT,goafricaonline.com,Technologie & Informatique,"gestion de projet, programmation",Non spécifié,,
"Installateurs CVC (Chauffage, Ventilation, Climatisation)",Dakar,2026-01-24,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Carreleurs,Dakar,2026-01-24,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Ingénieur Station au so,Dakar,2026-01-24,2026-01-01,Stage,SENSAT,goafricaonline.com,Technologie & Informatique,"gestion de projet, programmation",Non spécifié,,
Ingénieur Radiofréquence,Dakar,2026-01-24,2026-01-01,Stage,SENSAT,goafricaonline.com,Technologie & Informatique,"gestion de projet, programmation",Non spécifié,,
Coordinateur(trice) mobilisation et sélection,Dakar,2026-01-24,2026-01-01,CDD,COM-COM INC,goafricaonline.com,"Finance, Banque & Comptabilité","communication, gestion de projet",Non spécifié,,
Chief Finance Officer,Thiès,2026-01-24,2026-01-01,CDD,Wvi (World Vision International),goafricaonline.com,ONG & Humanitaire,finance,Non spécifié,,
Poseurs de marbre/pierre,Dakar,2026-01-24,2026-01-01,CDD,TERANGA MANPOWER,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Stagiaire en communication et plaidoyer,Thiès,2026-01-24,2026-01-01,Stage,Wvi (World Vision International),goafricaonline.com,ONG & Humanitaire,"communication, marketing",Non spécifié,,
Executive Assistant,Dakar,2026-01-24,2026-01-01,CDI,WAVE,goafricaonline.com,"Finance, Banque & Comptabilité","finance, logistique, communication",Non spécifié,,
Superviseur RH,Dakar,2026-01-22,2026-01-01,CDD,SUNDA INTERNATIONAL,goafricaonline.com,BTP & Industrie,"vente, rh, logistique, gestion de projet",Non spécifié,,
Technicien supérieur en systèmes électriques et photovoltaïques,Dakar,2026-01-22,2026-01-01,CDD/CDI,MBS GROUP,goafricaonline.com,BTP & Industrie,"marketing, vente, finance, programmation, communication, rh, gestion de projet",2,2.0,2.0
Télévendeurs Telco – Energies – Assurances,Dakar,2026-01-22,2026-01-01,CDD,"Shyb (Societe D'Hydraulique, De Batiment Et De Travaux Publics)",goafricaonline.com,BTP & Industrie,"marketing, vente, communication, programmation, finance",3,3.0,3.0
Chargé logistique,Dakar,2026-01-22,2026-01-01,CDD/CDI,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité",logistique,Non spécifié,,
Coursier,Dakar,2026-01-22,2026-01-01,CDI,Africa Global Logistics Sénégal,goafricaonline.com,Transport & Logistique,logistique,Non spécifié,,
Gouvernant.e d’étages,Dakar,2026-01-22,2026-01-01,CDI,HOTEL TERROU BI,goafricaonline.com,Tourisme & Hôtellerie,communication,Non spécifié,,
Sage-femme d’État,Dakar,2026-01-22,2026-01-01,CDD,MARIE STOPES INTERNATIONALE,goafricaonline.com,Santé & Bien-être,santé,Non spécifié,,
Responsable du développement commercial,Dakar,2026-01-22,2026-01-01,CDI,BCEAO,goafricaonline.com,ONG & Humanitaire,"vente, data analyse, logistique",Non spécifié,,
Responsable du développement commercial,Dakar,2026-01-22,2026-01-01,CDI,GLOBAL TALENT,goafricaonline.com,"Finance, Banque & Comptabilité","vente, data analyse, logistique",Non spécifié,,
Maîtres d’hôtel,Dakar,2026-01-22,2026-01-01,CDI,BCEAO,goafricaonline.com,ONG & Humanitaire,,2,2.0,2.0
Gestionnaire des dépenses et des opérations comptables,Dakar,2026-01-22,2026-01-01,CDD,BCEAO,goafricaonline.com,ONG & Humanitaire,"gestion de projet, finance",Non spécifié,,
Chargé des carrières,Dakar,2026-01-22,2026-01-01,CDD,BCEAO,goafricaonline.com,ONG & Humanitaire,"rh, finance",Non spécifié,,
Agents commerciaux expérimentés – Zone MALI,Dakar,2026-01-22,2026-01-01,CDD,SUNDA INTERNATIONAL,goafricaonline.com,BTP & Industrie,"vente, logistique",Non spécifié,,
Agent des Opérations Domestiques (H/F),Dakar,2026-01-22,2026-01-01,CDD,WIIJOB – Cabinet RH,goafricaonline.com,"Finance, Banque & Comptabilité","rh, finance",Non spécifié,,
Agent des Opérations Internationales (H/F),Dakar,2026-01-22,2026-01-01,CDD,WIIJOB – Cabinet RH,goafricaonline.com,"Finance, Banque & Comptabilité","rh, finance",Non spécifié,,
Agent des Opérations Back Office Monétique (H/F,Dakar,2026-01-22,2026-01-01,CDD,WIIJOB – Cabinet RH,goafricaonline.com,"Finance, Banque & Comptabilité","rh, finance, vente",Non spécifié,,
Responsable des Opérations en Agence (H/F),Dakar,2026-01-22,2026-01-01,CDD,WIIJOB – Cabinet RH,goafricaonline.com,"Finance, Banque & Comptabilité","rh, finance",Non spécifié,,
Caissier en Agence (H/F,Dakar,2026-01-22,2026-01-01,CDD,WIIJOB – Cabinet RH,goafricaonline.com,"Finance, Banque & Comptabilité","rh, finance",Non spécifié,,
Chargé(e) de Clientèle (H/F),Dakar,2026-01-22,2026-01-01,CDD,WIIJOB – Cabinet RH,goafricaonline.com,"Finance, Banque & Comptabilité","rh, finance",Non spécifié,,
Gestionnaire de Comptes PME / PMI (H/F),Dakar,2026-01-22,2026-01-01,CDD,WIIJOB – Cabinet RH,goafricaonline.com,"Finance, Banque & Comptabilité","finance, vente, programmation, rh",Non spécifié,,
Gestionnaire de Comptes Particuliers (H/F,Dakar,2026-01-22,2026-01-01,CDD,WIIJOB – Cabinet RH,goafricaonline.com,"Finance, Banque & Comptabilité","finance, vente, programmation, rh",Non spécifié,,
Responsable Commercial,Dakar,2026-01-19,2026-01-01,CDD,TOPWORK SENEGAL,goafricaonline.com,RH & Recrutement,vente,Non spécifié,,
Infirmier,Dakar,2026-01-19,2026-01-01,CDD,INTELCIA,goafricaonline.com,Marketing & Communication,"communication, santé, gestion de projet",Non spécifié,,
Agent Call Center,Dakar,2026-01-19,2026-01-01,CDD,SAMA MBEY,goafricaonline.com,ONG & Humanitaire,"communication, data analyse",Non spécifié,,
Sexual Reproductive Health Implementation Support to West Africa Operations,Dakar,2026-01-19,2026-01-01,CDD/CDI/Stage,Msf (Moniz Da Maia Serra & Fortunato Empreiteiro),goafricaonline.com,BTP & Industrie,"communication, programmation, data analyse, rh, santé, logistique, gestion de projet",5,5.0,5.0
Responsable Médical Desk 3,Dakar,2026-01-19,2026-01-01,CDI,ALIMA,goafricaonline.com,Administration & Services publics,"finance, data analyse, programmation, rh, santé, logistique, gestion de projet",3,3.0,3.0
Opérateur de production,Dakar,2026-01-19,2026-01-01,Non spécifié,NESTLE SENEGAL,goafricaonline.com,BTP & Industrie,"marketing, vente, programmation, communication, data analyse, rh, santé, gestion de projet",2-3,2.0,3.0
Gestionnaire de Flotte de Véhicules Bilingue (Français–Anglais),Dakar,2026-01-19,2026-01-01,CDD/CDI,MBS GROUP,goafricaonline.com,BTP & Industrie,"marketing, vente, finance, programmation, communication, rh, gestion de projet",2,2.0,2.0
Technicien(ne) en Génie Électrique,Dakar,2026-01-19,2026-01-01,CDD,Centre De Calcul Informatique Ucad,goafricaonline.com,Education & Formation,"marketing, programmation, vente, communication, finance, santé, gestion de projet",2,2.0,2.0
Chef de projet Tourisme / Concepteur de Programmes Touristiques,Dakar,2026-01-19,2026-01-01,CDD/CDI,FORMARECRUT,goafricaonline.com,RH & Recrutement,,Non spécifié,,
Assistante Commerciale,Dakar,2026-01-19,2026-01-01,CDD,FORMARECRUT,goafricaonline.com,RH & Recrutement,"vente, finance",Non spécifié,,
"Assistant(e) du Directeur de la stratégie, de la coopération et du partenariat",Dakar,2026-01-19,2026-01-01,CDD,FORMARECRUT,goafricaonline.com,RH & Recrutement,"communication, finance, logistique",5,5.0,5.0
Assistant administratif rédacteur,Dakar,2026-01-19,2026-01-01,CDD,FORMARECRUT,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Chargé du suivi évaluation et des évaluations mutuelles,Dakar,2026-01-19,2026-01-01,CDD,FORMARECRUT,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Chargé des partenariats,Dakar,2026-01-19,2026-01-01,CDD,FORMARECRUT,goafricaonline.com,RH & Recrutement,"finance, communication",Non spécifié,,
Directeur Commercial,Dakar,2026-01-16,2026-01-01,CDD,ELITE RH,goafricaonline.com,RH & Recrutement,"vente, rh",Non spécifié,,
Technicien(ne) Junior en maintenance d’Imprimantes,Dakar,,,CDD,ELITE RH,goafricaonline.com,RH & Recrutement,rh,Non spécifié,,
Coordinateur(trice) régional(e) Ressources Humaines,Dakar,,,CDD,Terre Des Hommes Lausanne,goafricaonline.com,ONG & Humanitaire,"communication, rh, santé",Non spécifié,,
Directeur de la gestion des risques,Dakar,2026-01-16,2026-01-01,CDD,ECO AFRIQUE,goafricaonline.com,"Finance, Banque & Comptabilité",,Non spécifié,,
Chef·fe de Mission,Dakar,2026-01-16,2026-01-01,CDD,ALIMA,goafricaonline.com,Administration & Services publics,"finance, data analyse, rh, santé, logistique, gestion de projet",3,3.0,3.0
Stagiaire Assistant·e Communication,Dakar,2026-01-16,2026-01-01,CDD,ALIMA,goafricaonline.com,Administration & Services publics,"communication, finance, data analyse, rh, marketing, santé, logistique, gestion de projet",3,3.0,3.0
Chauffeur VTC,Dakar,2026-01-16,2026-01-01,CDD,MBS GROUP,goafricaonline.com,BTP & Industrie,"marketing, vente, finance, programmation, communication, rh, logistique, gestion de projet",2,2.0,2.0
Assistant(e) de direction,Dakar,2026-01-16,2026-01-01,CDD,GLOBAL BUSINESS GROUP - GBG,goafricaonline.com,"Finance, Banque & Comptabilité","rh, finance",Non spécifié,,
Head of Customer Value Management (CVM),Dakar,2026-01-16,2026-01-01,CDI,YAS SENEGAL,goafricaonline.com,Marketing & Communication,"marketing, communication",Non spécifié,,
Risk and Compliance Officer,Dakar,2026-01-16,2026-01-01,CDD,WORLD VISION SENEGAL,goafricaonline.com,ONG & Humanitaire,finance,Non spécifié,,
Développeur Fullstack Senior Java / React,Dakar,2026-01-16,2026-01-01,CDI,GALIMATECH,goafricaonline.com,Technologie & Informatique,"programmation, finance, logistique, gestion de projet",Non spécifié,,
Ingénieur Logiciel Full Stack (Java 17 / Angular),Dakar,2026-01-16,2026-01-01,CDI,GALIMATECH,goafricaonline.com,Technologie & Informatique,"programmation, finance, logistique, gestion de projet",Non spécifié,,
Gestionnaire de compte - Exploitant (H/F),Dakar,2026-01-16,2026-01-01,CDD,RMO,goafricaonline.com,RH & Recrutement,finance,Non spécifié,,
Guichetier payeur (H/F),Dakar,2026-01-16,2026-01-01,CDD,RMO,goafricaonline.com,RH & Recrutement,finance,Non spécifié,,
Senior consultant ps expert – transversal weca,Dakar,2026-01-15,2026-01-01,CDD,SBS MULTIMEDIA,goafricaonline.com,Commerce & Vente,"finance, rh, gestion de projet",Non spécifié,,
Expertise perlée locale meet africa 3,Dakar,2026-01-15,2026-01-01,CDD,EXPERTISE FRANCE,goafricaonline.com,ONG & Humanitaire,"finance, communication, gestion de projet",Non spécifié,,
Coordinateur.r&d (recherche & développement) et innovation,Dakar,,,Non spécifié,HASKE,goafricaonline.com,"Finance, Banque & Comptabilité",,Non spécifié,,
Expert en comptabilité,Dakar,2026-01-15,2026-01-01,CDD,GIZ,goafricaonline.com,Administration & Services publics,gestion de projet,Non spécifié,,
"Spécialiste de programme, politiques de population",Dakar,2026-01-15,2026-01-01,CDD,Unfpa (Fonds Des Nations Unies Pour La Population),goafricaonline.com,ONG & Humanitaire,"finance, data analyse, gestion de projet",Non spécifié,,
Stagiaire Commercial et Marketing,Dakar,2026-01-15,2026-01-01,CDD,Itm (International Trading Maning),goafricaonline.com,Commerce & Vente,"vente, marketing",Non spécifié,,
Chargé(e) de suivi évaluation et apprentissage – Projet WASOP‑3,Dakar,2026-01-15,2026-01-01,CDD,Iucn (Union Mondiale Pour La Conservation De La Nature),goafricaonline.com,ONG & Humanitaire,"visualisation de données, data analyse, gestion de projet",Non spécifié,,
Assistant administratif,Dakar,2026-01-15,2026-01-01,CDI,Food And Agriculture Organization Of The United Nations-Fao,goafricaonline.com,ONG & Humanitaire,"finance, gestion de projet",Non spécifié,,
